Year,DBN,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School
2020,76R064,2,38,17,14,12.4,6.8,24,8.7,5.8
2020,76R440,13,192,80,79,11.5,9.4,113,10.6,8.9
2020,76R445,9,103,46,40,12.8,8.2,63,10.7,7.4
2020,76R450,13,147,34,49,16.2,13.3,98,11.6,9.6
2020,76R455,12,214,101,75,14.4,12.2,139,11.3,8.6
2020,76R460,13,183,141,74,13.7,10.9,109,12,9.6
2020,76R470,1,14,2,5,19.7,12.1,9,18,7.9
2020,76R600,5,63,38,34,10.4,7.9,29,9.4,6.6
2020,76R605,6,59,14,25,14.9,10.6,34,12.5,9.4
2020,77Q236,2,22,3,7,8.4,4.3,15,7.2,3
2020,77Q240,4,42,10,16,9.9,3.7,26,8.4,3
2020,77Q241,3,29,5,7,6.4,3.4,22,7.6,3.3
2020,77Q243,3,33,4,8,3.9,3.5,25,7.1,3.4
2020,77Q248,2,22,5,8,15.2,6.3,14,8.1,4.7
2020,77Q258,3,41,10,15,5.1,2.8,26,6,2.3
2020,77Q259,4,38,8,14,9.2,4.2,24,11.8,7.1
2020,77Q260,2,28,5,12,10.6,6.2,16,10.2,3.2
2020,77Q262,4,78,20,20,10.3,6.8,58,8.1,5.6
2020,77Q263,3,30,5,8,8.8,7.5,22,11.3,8.4
2020,77Q264,4,36,6,15,10,6.1,21,10.7,5.9
2020,77Q265,2,27,4,8,11.1,8.7,19,12.7,9.1
2020,77Q267,3,26,4,14,6.3,2.5,12,9.2,6
2020,77Q272,3,24,8,9,15.1,9.2,15,15,7.4
2020,77Q281,4,61,11,17,6.4,4.3,44,7.4,4.9
2020,77Q284,3,31,6,8,9.9,6.6,23,10.2,6
2020,77Q293,3,38,11,15,5.8,5.1,23,8.7,5
2020,77Q296,3,31,5,15,8.5,5.1,16,7.4,3.8
2020,77Q299,2,43,8,22,7.4,5.9,21,6.3,4.9
2020,77Q301,3,39,9,19,6.9,5.3,20,5.3,4.4
2020,77Q302,3,30,6,18,11.8,4.3,12,13.3,3.7
2020,77Q308,3,37,9,14,11.4,7.4,23,11,7.3
2020,77Q309,3,47,4,18,8.1,5.9,29,8.7,5.8
2020,77Q310,4,47,10,8,8.1,7.3,39,7.2,4.7
2020,77Q313,2,29,1,11,12.1,3.3,18,10,3
2020,77Q314,2,30,5,9,7.6,2,21,4.5,1.6
2020,77Q315,3,33,4,13,7.3,2.9,20,8.8,2.7
2020,77Q324,2,24,8,9,11.7,5.3,15,9.9,5.3
2020,77Q325,3,29,5,7,10.2,3,22,8.6,4.6
2020,77Q326,3,28,4,12,7.2,3.3,16,8,3.4
2020,77Q327,3,33,15,13,9.6,3.5,20,12.2,3
2020,77Q328,1,30,5,8,7.8,5.5,22,6.6,4.8
2020,77Q334,2,28,4,12,3.7,1.8,16,4.7,1.6
2020,77Q338,1,13,3,*,,,*,,
2020,77Q350,3,30,4,12,5.7,4.4,18,6.5,3.8
2020,77Q351,3,24,6,5,7.8,2.7,19,8.4,3.4
2020,77Q400,3,29,7,11,11,3.4,18,8.5,2.9
2020,77Q415,7,197,33,78,14.3,11.5,119,13.4,9.4
2020,77Q425,14,195,57,74,13.6,10.7,121,11.1,8.5
2020,77Q430,11,246,64,79,12.7,9.5,167,11.3,8.9
2020,77Q435,9,71,20,29,17.5,12.5,42,15.7,11.9
2020,77Q440,11,214,35,82,13.2,10.2,132,11.3,8.8
2020,77Q445,13,146,31,59,7.3,6.1,87,10.3,8.7
2020,77Q450,13,142,39,59,13.5,10.1,83,12.1,9.9
2020,77Q455,12,108,25,40,15.3,13.1,68,11.8,9.9
2020,77Q460,10,99,23,39,8.8,7.1,60,8.6,5.9
2020,77Q475,12,116,31,44,14.8,12.1,72,12.6,9.9
2020,77Q480,11,176,41,65,8.5,6,111,7.8,5.4
2020,77Q485,9,102,31,48,16.4,14.6,54,13.1,11.9
2020,77Q492,3,23,7,9,5.9,4,14,11.2,2.1
2020,77Q495,12,161,44,64,15.7,11.7,97,12.1,9.4
2020,77Q498,3,25,4,9,12.5,6.9,16,6.3,2.8
2020,77Q501,5,55,12,31,11.6,6.9,24,12,8.2
2020,77Q502,3,60,18,32,12.7,8.5,28,14,9
2020,77Q505,13,166,46,64,13.1,10.6,102,13.4,9.8
2020,77Q520,3,22,7,13,16.1,12.8,9,11.7,10.7
2020,77Q525,6,63,10,30,12.9,8.2,33,13.1,10.5
2020,77Q530,3,29,5,10,10.1,7.4,19,14.4,11
2020,77Q540,3,20,4,12,12,6.6,8,6.9,3.1
2020,77Q550,5,48,11,26,12.8,9.3,22,12.1,8.8
2020,77Q555,4,50,5,20,16.8,15.4,30,17.3,14.2
2020,77Q560,3,40,9,18,12,9.1,22,11.2,8.4
2020,77Q566,5,64,15,16,11,7.7,48,11.9,8.9
2020,77Q575,6,47,9,14,16.9,11.9,33,11.7,8.2
2020,77Q580,3,35,3,19,12.8,9.1,16,11.3,6
2020,77Q585,4,65,11,33,5.9,4,32,3.7,3
2020,77Q600,7,100,22,43,13.1,12,57,10.1,8.8
2020,77Q610,8,133,25,75,13.3,13.1,58,13,11.1
2020,77Q620,10,126,37,54,13.9,10.7,72,10.8,8.6
2020,77Q650,4,70,14,30,11.7,7.1,40,8.1,4.1
2020,77Q670,3,41,7,21,15,11.4,20,11.6,7.3
2020,77Q680,4,40,8,16,12.1,7.8,24,11.2,6.9
2020,77Q686,5,70,17,29,11.3,6.1,41,9,5.6
2020,77Q687,3,25,5,12,10.3,5.6,13,12.3,5.4
2020,77Q690,4,30,6,11,10.4,8.8,19,11.2,6
2020,77Q744,2,14,4,8,11.7,8.6,6,10.9,5.2
2020,77Q792,2,13,2,*,,,*,,
2020,77Q896,3,34,4,9,7.4,5.4,25,12.9,7.7
2020,81R080,3,91,77,27,11.5,9.3,64,10.8,9.6
2020,97K004,5,97,119,11,16.2,12.2,86,10.7,9.9
2020,97K036,5,101,162,23,13,10.9,78,6.9,5.8
2020,97K053,5,95,157,21,13.7,13.2,74,7.9,7.5
2020,97K077,4,86,113,16,11,8.9,70,8.1,7.4
2020,97K140,6,84,122,21,8.3,4.1,63,10,6.9
2020,97K141,5,96,142,15,9.2,4.3,81,7.1,5.8
2020,97K231,4,89,152,24,14.4,12.7,65,9.1,7.8
2020,97K368,3,70,100,20,10.6,8.8,50,8.3,7.1
2020,97K369,6,130,182,35,9.2,8.4,95,8.1,7.9
2020,97K370,4,65,101,14,14.5,12.5,51,9.5,8.4
2020,97K371,2,46,82,16,13.1,9.3,30,10.4,8.2
2020,97K372,3,52,74,8,16.8,17.2,44,10.5,9.5
2020,97K373,5,82,124,28,6.4,5.9,54,7.6,6.8
2020,97K396,5,120,211,23,5.1,6.2,97,5.1,4
2020,97K721,5,92,165,22,9.7,8.9,70,8.8,8.7
2020,97K753,3,57,80,22,9.2,6.3,35,8.6,5.3
2020,97K771,6,124,230,25,9.9,8.2,99,10.1,9.6
2020,97K811,4,64,150,17,11.2,8.9,47,9.1,8.3
2020,97M035,3,59,45,27,11.2,7.7,32,9.6,6.1
2020,97M079,4,57,94,22,6.1,3.3,35,10.9,9.1
2020,97M094,5,114,182,22,7.5,5.2,92,7.4,6
2020,97M138,7,155,310,24,10.9,10.2,131,8.1,6.7
2020,97M169,4,83,117,27,10.7,7.1,56,9,6.6
2020,97M226,4,72,109,9,15.1,15,63,7.1,6
2020,97M401,3,79,20,14,9.7,6,65,14.1,7.6
2020,97M501,10,262,13,112,19.7,8.4,150,16.6,7.7
2020,97M721,2,42,79,11,11.3,12.4,31,13.3,9
2020,97M751,2,39,60,14,8.9,6.4,25,2.8,2
2020,97M811,4,98,158,15,9.2,7.7,83,7.9,6.2
2020,97Q004,5,123,164,15,17.4,16.4,108,9.7,9.3
2020,97Q009,6,135,235,25,14.7,12.6,110,9.3,8.7
2020,97Q023,4,63,78,19,13.6,11.1,44,12.3,10.7
2020,97Q075,5,130,210,25,11.6,11.8,105,8.8,8.6
2020,97Q177,5,115,196,21,15.7,16.7,94,14.8,14.7
2020,97Q224,5,100,153,16,8.1,8.4,84,12.4,11
2020,97Q233,6,125,182,15,6.8,5.4,110,9.9,8.7
2020,97Q255,5,128,185,13,9.8,10.6,115,10,9.4
2020,97Q256,5,132,176,29,11.5,8.7,103,11.3,8.4
2020,97Q277,6,136,199,17,3.6,3,119,4.7,2.9
2020,97Q721,4,94,177,25,11.6,9.7,69,9.2,7.1
2020,97Q752,4,83,124,22,9.1,8.1,61,9.5,7
2020,97Q811,4,93,188,14,14.6,9.4,79,9.9,6.9
2020,97Q993,4,138,315,27,12,8.7,111,11,8.9
2020,97R025,4,112,202,35,13.8,9.8,77,9.5,7.5
2020,97R037,5,129,254,20,8.8,8.7,109,10.1,9
2020,97R373,6,156,267,13,10.1,8.8,143,8.2,8.2
2020,97R721,4,99,260,26,11,9.7,73,8.8,8.6
2020,97X010,5,138,230,19,9.6,10.9,119,8.1,7.7
2020,97X012,2,64,87,26,10.1,6.7,38,8.1,5.8
2020,97X017,6,128,145,23,7.2,7.4,105,6.8,6.6
2020,97X168,6,121,172,26,10.3,10.8,95,8.9,8.3
2020,97X176,6,131,210,31,8,7.6,99,8.8,7.8
2020,97X186,7,155,319,40,10.8,9,115,7.2,6
2020,97X188,5,122,149,38,13,10.5,84,9.4,8.3
2020,97X352,6,134,160,33,10,6.5,101,7.3,6.2
2020,97X469,4,91,96,17,5.8,3,74,5.6,2.8
2020,97X596,5,102,201,8,10.3,0.9,94,9.7,1
2020,97X721,5,103,208,28,7.7,6.8,75,8.3,6.6
2020,97X723,4,107,160,28,7.2,6.1,79,7.5,5.6
2020,97X754,5,69,89,26,14.2,8.8,43,10.8,8.3
2020,97X811,7,127,251,34,8.9,8.9,93,10.5,8.8
