School Name,School Type,School Level,Regents Exam,Year,Total Tested,Mean Score,Number Scoring Below 65,Percent Scoring Below 65,Number Scoring 65 or Above,Percent Scoring 65 or Above,Number Scoring 80 or Above,Percent Scoring 80 or Above,Number Scoring CR,Percent Scoring CR,Mean Score_zscore,Percent Scoring Below 65_zscore,Percent Scoring 65 or Above_zscore,Percent Scoring 80 or Above_zscore,Percent Scoring CR_zscore,Mean_Score_within_SchoolType_zscore,Zip Code
University Neighborhood High School,General Academic,High school,Common Core Geometry,2016,92,60.9,55.0,59.8,37.0,40.2,6.0,6.5,25.0,27.2,-0.41,0.62,-0.62,-0.57,-0.42,-0.47,10314
University Neighborhood High School,General Academic,High school,English,2016,16,57.1,9.0,56.3,7.0,43.8,1.0,6.3,2.0,12.5,-0.75,0.5,-0.5,-0.58,-0.89,-0.81,10314
University Neighborhood High School,General Academic,High school,Geometry,2016,27,55.1,24.0,88.9,3.0,11.1,1.0,3.7,1.0,3.7,-0.93,1.64,-1.64,-0.68,-1.17,-0.98,10314
University Neighborhood High School,General Academic,High school,Integrated Algebra,2016,16,71.8,2.0,12.5,14.0,87.5,4.0,25.0,4.0,25.0,0.57,-1.03,1.03,0.14,-0.49,0.5,10314
University Neighborhood High School,General Academic,High school,Algebra2/Trigonometry,2017,11,58.6,8.0,72.7,3.0,27.3,1.0,9.1,1.0,9.1,-0.62,1.07,-1.07,-0.47,-1.0,-0.67,10314
University Neighborhood High School,General Academic,High school,Common Core Algebra,2017,153,72.9,30.0,19.6,123.0,80.4,49.0,32.0,108.0,70.6,0.67,-0.78,0.78,0.41,0.99,0.59,10314
University Neighborhood High School,General Academic,High school,Common Core Algebra2,2017,59,64.9,23.0,39.0,36.0,61.0,6.0,10.2,36.0,61.0,-0.05,-0.11,0.11,-0.43,0.68,-0.11,10314
University Neighborhood High School,General Academic,High school,Common Core English,2017,150,73.1,27.0,18.0,123.0,82.0,68.0,45.3,88.0,58.7,0.69,-0.84,0.84,0.92,0.6,0.61,10314
University Neighborhood High School,General Academic,High school,Common Core Geometry,2017,118,67.3,37.0,31.4,81.0,68.6,12.0,10.2,50.0,42.4,0.17,-0.37,0.37,-0.43,0.08,0.1,10314
University Neighborhood High School,General Academic,High school,Common Core Algebra,2018,149,68.8,50.0,33.6,99.0,66.4,36.0,24.2,78.0,52.3,0.3,-0.29,0.29,0.11,0.4,0.23,10314
University Neighborhood High School,General Academic,High school,Common Core Algebra2,2018,67,67.3,24.0,35.8,43.0,64.2,8.0,11.9,43.0,64.2,0.17,-0.22,0.22,-0.36,0.78,0.1,10314
University Neighborhood High School,General Academic,High school,Common Core English,2018,146,68.5,39.0,26.7,107.0,73.3,36.0,24.7,59.0,40.4,0.27,-0.54,0.54,0.13,0.01,0.2,10314
University Neighborhood High School,General Academic,High school,Common Core Geometry,2018,120,63.6,58.0,48.3,62.0,51.7,14.0,11.7,46.0,38.3,-0.17,0.22,-0.22,-0.37,-0.06,-0.23,10314
University Neighborhood High School,General Academic,High school,Common Core Algebra,2019,169,70.0,57.0,33.7,112.0,66.3,56.0,33.1,97.0,57.4,0.41,-0.29,0.29,0.45,0.56,0.34,10314
University Neighborhood High School,General Academic,High school,Common Core Algebra2,2019,112,63.6,46.0,41.1,66.0,58.9,10.0,8.9,66.0,58.9,-0.17,-0.03,0.03,-0.48,0.61,-0.23,10314
University Neighborhood High School,General Academic,High school,Common Core English,2019,213,68.4,60.0,28.2,153.0,71.8,66.0,31.0,105.0,49.3,0.27,-0.48,0.48,0.37,0.3,0.2,10314
University Neighborhood High School,General Academic,High school,Common Core Geometry,2019,119,67.7,39.0,32.8,80.0,67.2,24.0,20.2,58.0,48.7,0.2,-0.32,0.32,-0.04,0.28,0.13,10314
East Side Community School,General Academic,Secondary School,English,2015,53,74.6,4.0,7.5,49.0,92.5,15.0,28.3,28.0,52.8,0.82,-1.21,1.21,0.27,0.41,0.75,10314
East Side Community School,General Academic,Secondary School,Common Core Algebra,2016,9,78.2,2.0,22.2,7.0,77.8,6.0,66.7,7.0,77.8,1.15,-0.69,0.69,1.75,1.22,1.06,10314
East Side Community School,General Academic,Secondary School,Common Core English,2016,182,82.2,11.0,6.0,171.0,94.0,132.0,72.5,151.0,83.0,1.51,-1.26,1.26,1.97,1.39,1.42,10314
East Side Community School,General Academic,Secondary School,English,2016,12,71.2,1.0,8.3,11.0,91.7,1.0,8.3,5.0,41.7,0.52,-1.18,1.18,-0.5,0.05,0.44,10314
East Side Community School,General Academic,Secondary School,Common Core Algebra,2017,6,79.5,1.0,16.7,5.0,83.3,5.0,83.3,5.0,83.3,1.26,-0.88,0.88,2.38,1.4,1.18,10314
East Side Community School,General Academic,Secondary School,Common Core English,2017,109,79.7,8.0,7.3,101.0,92.7,65.0,59.6,79.0,72.5,1.28,-1.21,1.21,1.47,1.05,1.2,10314
East Side Community School,General Academic,Secondary School,Common Core Algebra,2018,12,79.6,0.0,0.0,12.0,100.0,6.0,50.0,12.0,100.0,1.27,-1.47,1.47,1.1,1.94,1.19,10314
East Side Community School,General Academic,Secondary School,Common Core English,2018,119,72.1,26.0,21.8,93.0,78.2,43.0,36.1,55.0,46.2,0.6,-0.71,0.71,0.57,0.2,0.52,10314
East Side Community School,General Academic,Secondary School,Common Core Algebra,2019,7,80.0,0.0,0.0,7.0,100.0,3.0,42.9,7.0,100.0,1.31,-1.47,1.47,0.83,1.94,1.22,10314
East Side Community School,General Academic,Secondary School,Common Core English,2019,130,81.8,4.0,3.1,126.0,96.9,86.0,66.2,109.0,83.8,1.47,-1.36,1.36,1.73,1.41,1.38,10314
Forsyth Satellite Academy,Transfer School,High school,Common Core English,2015,33,60.5,16.0,48.5,17.0,51.5,2.0,6.1,5.0,15.2,-0.45,0.23,-0.23,-0.58,-0.8,-0.26,10001
Forsyth Satellite Academy,Transfer School,High school,English,2015,56,61.6,31.0,55.4,25.0,44.6,2.0,3.6,9.0,16.1,-0.35,0.47,-0.47,-0.68,-0.77,-0.12,10001
Forsyth Satellite Academy,Transfer School,High school,Integrated Algebra,2015,8,57.3,6.0,75.0,2.0,25.0,0.0,0.0,0.0,0.0,-0.73,1.15,-1.15,-0.82,-1.29,-0.65,10001
Forsyth Satellite Academy,Transfer School,High school,Common Core English,2016,70,65.0,27.0,38.6,43.0,61.4,9.0,12.9,19.0,27.1,-0.04,-0.12,0.12,-0.32,-0.42,0.3,10001
Forsyth Satellite Academy,Transfer School,High school,English,2016,16,56.2,10.0,62.5,6.0,37.5,0.0,0.0,0.0,0.0,-0.83,0.72,-0.72,-0.82,-1.29,-0.79,10001
Forsyth Satellite Academy,Transfer School,High school,Common Core Algebra,2017,9,49.3,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.45,2.03,-2.03,-0.82,-1.29,-1.64,10001
Forsyth Satellite Academy,Transfer School,High school,Common Core English,2017,73,64.5,25.0,34.2,48.0,65.8,21.0,28.8,28.0,38.4,-0.09,-0.27,0.27,0.29,-0.05,0.24,10001
Forsyth Satellite Academy,Transfer School,High school,Common Core English,2018,65,58.2,37.0,56.9,28.0,43.1,6.0,9.2,13.0,20.0,-0.65,0.52,-0.52,-0.47,-0.65,-0.54,10001
Forsyth Satellite Academy,Transfer School,High school,Common Core Algebra,2019,7,45.3,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,2.03,-2.03,-0.82,-1.29,-2.13,10001
Forsyth Satellite Academy,Transfer School,High school,Common Core English,2019,76,59.6,40.0,52.6,36.0,47.4,6.0,7.9,9.0,11.8,-0.53,0.37,-0.37,-0.52,-0.91,-0.37,10001
Marta Valle High School,General Academic,High school,Algebra2/Trigonometry,2015,19,74.2,6.0,31.6,13.0,68.4,8.0,42.1,8.0,42.1,0.79,-0.36,0.36,0.8,0.07,0.71,10001
Marta Valle High School,General Academic,High school,Common Core Algebra,2015,41,61.3,25.0,61.0,16.0,39.0,1.0,2.4,6.0,14.6,-0.37,0.66,-0.66,-0.73,-0.82,-0.43,10001
Marta Valle High School,General Academic,High school,English,2015,106,69.2,28.0,26.4,78.0,73.6,27.0,25.5,49.0,46.2,0.34,-0.55,0.55,0.16,0.2,0.27,10001
Marta Valle High School,General Academic,High school,Geometry,2015,37,65.7,14.0,37.8,23.0,62.2,2.0,5.4,2.0,5.4,0.02,-0.15,0.15,-0.61,-1.12,-0.04,10001
Marta Valle High School,General Academic,High school,Integrated Algebra,2015,74,60.3,45.0,60.8,29.0,39.2,3.0,4.1,3.0,4.1,-0.46,0.66,-0.66,-0.66,-1.16,-0.52,10001
Marta Valle High School,General Academic,High school,Algebra2/Trigonometry,2016,15,50.9,13.0,86.7,2.0,13.3,0.0,0.0,0.0,0.0,-1.31,1.56,-1.56,-0.82,-1.29,-1.35,10001
Marta Valle High School,General Academic,High school,Common Core Algebra,2016,108,65.5,44.0,40.7,64.0,59.3,12.0,11.1,51.0,47.2,0.0,-0.05,0.05,-0.39,0.23,-0.06,10001
Marta Valle High School,General Academic,High school,Common Core Algebra2,2016,14,52.3,13.0,92.9,1.0,7.1,0.0,0.0,1.0,7.1,-1.18,1.78,-1.78,-0.82,-1.06,-1.23,10001
Marta Valle High School,General Academic,High school,Common Core English,2016,59,64.4,21.0,35.6,38.0,64.4,12.0,20.3,20.0,33.9,-0.09,-0.22,0.22,-0.04,-0.2,-0.16,10001
Marta Valle High School,General Academic,High school,Common Core Geometry,2016,21,51.8,19.0,90.5,2.0,9.5,0.0,0.0,1.0,4.8,-1.23,1.69,-1.69,-0.82,-1.14,-1.27,10001
Marta Valle High School,General Academic,High school,English,2016,12,55.3,6.0,50.0,6.0,50.0,1.0,8.3,3.0,25.0,-0.91,0.28,-0.28,-0.5,-0.49,-0.96,10001
Marta Valle High School,General Academic,High school,Integrated Algebra,2016,17,67.5,7.0,41.2,10.0,58.8,2.0,11.8,2.0,11.8,0.18,-0.03,0.03,-0.37,-0.91,0.12,10001
Marta Valle High School,General Academic,High school,Common Core Algebra,2017,81,59.9,49.0,60.5,32.0,39.5,1.0,1.2,17.0,21.0,-0.5,0.65,-0.65,-0.77,-0.62,-0.56,10001
Marta Valle High School,General Academic,High school,Common Core Algebra2,2017,6,48.0,5.0,83.3,1.0,16.7,0.0,0.0,1.0,16.7,-1.57,1.44,-1.44,-0.82,-0.75,-1.61,10001
Marta Valle High School,General Academic,High school,Common Core English,2017,92,67.5,28.0,30.4,64.0,69.6,29.0,31.5,42.0,45.7,0.18,-0.41,0.41,0.39,0.18,0.12,10001
Marta Valle High School,General Academic,High school,Common Core Geometry,2017,30,64.0,14.0,46.7,16.0,53.3,0.0,0.0,12.0,40.0,-0.13,0.16,-0.16,-0.82,-0.0,-0.19,10001
Marta Valle High School,General Academic,High school,Common Core Algebra,2018,44,56.4,36.0,81.8,8.0,18.2,0.0,0.0,5.0,11.4,-0.82,1.39,-1.39,-0.82,-0.93,-0.87,10001
Marta Valle High School,General Academic,High school,Common Core Algebra2,2018,7,62.0,4.0,57.1,3.0,42.9,0.0,0.0,3.0,42.9,-0.31,0.53,-0.53,-0.82,0.09,-0.37,10001
Marta Valle High School,General Academic,High school,Common Core English,2018,29,58.1,17.0,58.6,12.0,41.4,5.0,17.2,9.0,31.0,-0.66,0.58,-0.58,-0.16,-0.29,-0.72,10001
Marta Valle High School,General Academic,High school,Common Core Geometry,2018,19,54.5,13.0,68.4,6.0,31.6,1.0,5.3,2.0,10.5,-0.99,0.92,-0.92,-0.62,-0.95,-1.04,10001
Marta Valle High School,General Academic,High school,Common Core Algebra,2019,56,60.2,35.0,62.5,21.0,37.5,1.0,1.8,11.0,19.6,-0.47,0.72,-0.72,-0.75,-0.66,-0.53,10001
Marta Valle High School,General Academic,High school,Common Core English,2019,29,69.9,7.0,24.1,22.0,75.9,7.0,24.1,12.0,41.4,0.4,-0.63,0.63,0.11,0.04,0.33,10001
Marta Valle High School,General Academic,High school,Common Core Geometry,2019,12,48.0,10.0,83.3,2.0,16.7,0.0,0.0,1.0,8.3,-1.57,1.44,-1.44,-0.82,-1.03,-1.61,10001
Lower East Side Preparatory High School,Transfer School,High school,Algebra2/Trigonometry,2015,60,85.4,4.0,6.7,56.0,93.3,45.0,75.0,45.0,75.0,1.8,-1.23,1.23,2.07,1.13,2.81,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Algebra,2015,130,67.3,43.0,33.1,87.0,66.9,16.0,12.3,64.0,49.2,0.17,-0.31,0.31,-0.35,0.3,0.58,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core English,2015,141,67.2,49.0,34.8,92.0,65.2,31.0,22.0,47.0,33.3,0.16,-0.25,0.25,0.03,-0.22,0.57,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Geometry,2015,72,71.0,24.0,33.3,48.0,66.7,27.0,37.5,41.0,56.9,0.5,-0.3,0.3,0.62,0.54,1.04,10002
Lower East Side Preparatory High School,Transfer School,High school,English,2015,139,67.4,42.0,30.2,97.0,69.8,22.0,15.8,50.0,36.0,0.18,-0.41,0.41,-0.21,-0.13,0.59,10002
Lower East Side Preparatory High School,Transfer School,High school,Geometry,2015,111,80.6,6.0,5.4,105.0,94.6,62.0,55.9,62.0,55.9,1.36,-1.28,1.28,1.33,0.51,2.22,10002
Lower East Side Preparatory High School,Transfer School,High school,Integrated Algebra,2015,98,76.9,14.0,14.3,84.0,85.7,48.0,49.0,48.0,49.0,1.03,-0.97,0.97,1.07,0.29,1.76,10002
Manhattan Bridges High School,General Academic,High school,Geometry,2015,159,68.0,42.0,26.4,117.0,73.6,16.0,10.1,16.0,10.1,0.23,-0.55,0.55,-0.43,-0.97,0.16,10001
Lower East Side Preparatory High School,Transfer School,High school,Algebra2/Trigonometry,2016,75,77.7,12.0,16.0,63.0,84.0,38.0,50.7,38.0,50.7,1.1,-0.91,0.91,1.13,0.34,1.86,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Algebra,2016,163,74.6,23.0,14.1,140.0,85.9,47.0,28.8,118.0,72.4,0.82,-0.98,0.98,0.29,1.04,1.48,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Algebra2,2016,51,70.2,13.0,25.5,38.0,74.5,9.0,17.6,38.0,74.5,0.43,-0.58,0.58,-0.14,1.11,0.94,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core English,2016,175,70.2,35.0,20.0,140.0,80.0,48.0,27.4,82.0,46.9,0.43,-0.77,0.77,0.23,0.22,0.94,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Geometry,2016,95,74.0,22.0,23.2,73.0,76.8,30.0,31.6,68.0,71.6,0.77,-0.66,0.66,0.4,1.02,1.4,10002
Lower East Side Preparatory High School,Transfer School,High school,Geometry,2016,29,77.6,5.0,17.2,24.0,82.8,15.0,51.7,15.0,51.7,1.09,-0.87,0.87,1.17,0.38,1.85,10002
Lower East Side Preparatory High School,Transfer School,High school,Algebra2/Trigonometry,2017,18,78.1,3.0,16.7,15.0,83.3,8.0,44.4,8.0,44.4,1.14,-0.88,0.88,0.89,0.14,1.91,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Algebra,2017,155,77.0,27.0,17.4,128.0,82.6,78.0,50.3,111.0,71.6,1.04,-0.86,0.86,1.12,1.02,1.77,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Algebra2,2017,56,76.0,10.0,17.9,46.0,82.1,29.0,51.8,46.0,82.1,0.95,-0.84,0.84,1.17,1.36,1.65,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core English,2017,141,74.3,20.0,14.2,121.0,85.8,70.0,49.6,86.0,61.0,0.8,-0.97,0.97,1.09,0.68,1.44,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Geometry,2017,124,73.7,26.0,21.0,98.0,79.0,47.0,37.9,82.0,66.1,0.74,-0.73,0.73,0.64,0.84,1.37,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Algebra,2018,168,68.8,57.0,33.9,111.0,66.1,40.0,23.8,86.0,51.2,0.3,-0.28,0.28,0.1,0.36,0.76,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core Algebra2,2018,61,78.4,6.0,9.8,55.0,90.2,31.0,50.8,55.0,90.2,1.17,-1.13,1.13,1.13,1.62,1.95,10002
Lower East Side Preparatory High School,Transfer School,High school,Common Core English,2018,180,62.7,70.0,38.9,110.0,61.1,28.0,15.6,54.0,30.0,-0.25,-0.11,0.11,-0.22,-0.33,0.01,10002
